id,line_id,firm,org,neworg,finalorg,mission,category,issue,comments,amlawrank
,,Dykema Gossett,Nature Conservancy,,Nature Conservancy,As indispensable to The Nature Conservancy's success as our unifying mission vision goals and measures are our unique values‰ÛÓthe distinguishing attributes that characterize how we conduct ourselves in our drive for tangible lasting results. These att,3,Environment,,143
97,223,Edwards Angell,Boston Bar Association Business Law Pro Bono Project,,Boston Bar Association Business Law Pro Bono Project,In fall of 2001 the Clearinghouse began administering the Boston Bar Association's Business Law Pro Bono Project (BLP). The project was designed to bring more pro bono opportunities to business and transactional attorneys. While many pro bono projects ta,3,Nonprofits,,
97,224,Edwards Angell,Economic Justice Project of the Lawyers Committee for Civil Rights Under Law,Lawyers Committee for Civil Rights Under Law,Lawyers Committee for Civil Rights Under Law,,3,Business/Economic Development,,
97,225,Edwards Angell,Greater Boston Legal Services,,Greater Boston Legal Services,Greater Boston Legal Services (GBLS) provides free civil (non-criminal) legal assistance to low-income people in Boston and thirty-one additional cities and towns. The help we offer ranges from legal advice to full case representation depending on client,2,Legal Services,,
97,226,Edwards Angell,Habitat for Humanity,,Habitat for Humanity,Habitat for Humanity Mission <newline>Habitat for Humanity works in partnership with God and people everywhere from all walks of life to develop communities with people in need by building and renovating houses so that there are decent houses in decent ,3,Housing/Homeless,,
97,227,Edwards Angell,Lawyers Clearinghouse on Affordable Housing and Homelessness,,Lawyers Clearinghouse on Affordable Housing and Homelessness, <newline>Our Mission <newline>To promote the development of affordable housing reduce homelessness and strengthen communities by providing pro bono legal services to nonprofit organizations and to individuals who are homeless or at risk of becoming hom,3,Housing/Homeless,,
97,228,Edwards Angell,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,
97,229,Edwards Angell,Massachusetts Housing Partnership Fund's Soft Second Loan Program,,Massachusetts Housing Partnership Fund's Soft Second Loan Program,In 1992 the Cape Cod Commission was successful in establishing the Barnstable County Soft Second Loan Program (SSLP) an innovative homeownership program for first-time low and moderate buyers. The program expands the buying power of the purchaser by appr,3,Housing/Homeless,,
97,230,Edwards Angell,Trust for Public Land,,Trust for Public Land,About TPL <newline>The Trust for Public Land (TPL) is a national nonprofit land conservation organization that conserves land for people to enjoy as parks community gardens historic sites rural lands and other natural places ensuring livable commun,3,Environment,,
97,231,Edwards Angell,Volunteer Lawyers for the Arts,,Volunteer Lawyers for the Arts,Our Mission <newline>Since 1969 Volunteer Lawyers for the Arts has been the leading provider of pro bono legal services mediation services educational programs and publications and advocacy to the arts community in the New York area. Through public ad,1,Culture,,
97,232,Edwards Angell,Volunteer Lawyers Project in Boston,Boston Bar Association,Boston Bar Association, Our Mission <newline>The mission of the Volunteer Lawyers Project of the Boston Bar Association is: <newline>a) to provide high quality pro bono legal services in a broad range of civil matters to eligible residents of the greater Boston area including,2,Legal Services,,
100,239,Faegre & Benson,Colorado Lawyers Committee,,Colorado Lawyers Committee,Welcome to the Colorado Lawyers Committee. The Lawyers Committee is a 30 year-old nonprofit nonpartisan consortium of 50 Denver-area law firms that do high impact <newline>pro bono work and are dedicated to using ‰ÛÏall the skills and discipline of the l,2,Legal Services,,92
100,242,Faegre & Benson,Des Moines Public Library,,Des Moines Public Library, <newline>Mission Vision and Core Values <newline>Our Mission <newline>The Des Moines Public Library is the bridge to a world of information and <newline>ideas for personal enjoyment and community growth. <newline>Our Vision <newline>The Des Moines Publi,1,Culture,library,92
100,241,Faegre & Benson,Homestead Center for Adults with Autism,,Homestead Center for Adults with Autism, <newline>    Our Mission: <newline>    The Homestead develops innovative solutions for people with autism provides training and supports for people with autism and helps others understand autism and better solutions for people with autism through educat,3,Health/Disability,,92
100,240,Faegre & Benson,Innocence Project,,Innocence Project,Mission Statement <newline>The Innocence Project was founded in 1992 by Barry C. Scheck and Peter J. Neufeld at the Benjamin N. Cardozo School of Law at Yeshiva University to assist prisoners who could be proven innocent through DNA testing. To date 234 ,3,Prisoner's Rights,,92
100,236,Faegre & Benson,Milestone Growth Fund,,Milestone Growth Fund,Founded in 1990 Milestone Growth Fund began with a modest $1.3 million to invest in small minority-owned businesses. Now nearly 20 years later Milestone continues to be the only Minnesota venture capital fund that is focused on providing equity type fin,3,Business/Economic Development,,92
100,233,Faegre & Benson,Minnesota Advocates for Human Rights,,Minnesota Advocates for Human Rights, <newline>About The Advocates for Human Rights <newline>The Advocates has received international recognition for a broad range of innovative programs to promote human rights and prevent the violation of those rights. The Advocates provides investigative f,3,Human Rights/International,,92
100,234,Faegre & Benson,Minnesota Indian Women's Resource Center Legal Clinic,,Minnesota Indian Women's Resource Center Legal Clinic,The Minnesota Indian Women's Resource Center (MIWRC) is a non-profit social and educational services organization committed to the holistic growth and development of American Indian women and their families. Founded in 1984 MIWRC provides a broad range o,3,Women's Rights,,92
100,238,Faegre & Benson,Rocky Mountain Survivors Center,,Rocky Mountain Survivors Center,Rocky Mountain Survivors Center (RMSC) is a nonprofit organization that assists survivors of torture and war trauma and their families to heal and rebuild their lives. The center offers asylum legal representation healthcare and psychosocial services ,3,Human Rights/International,,92
100,235,Faegre & Benson,Volunteer Lawyers Network,,Volunteer Lawyers Network,VLN is a volunteer-based nonprofit organization providing free civil legal services to low income persons. VLN primarily serves Hennepin County but also provides bankruptcy screening and federal pro se services statewide. Our mission is to promote access ,2,Legal Services,,92
